ticket_id,created_date,priority,ticket_type,category,assigned_team,status,user_satisfaction,resolution_time_hours,resolved_date,sla_breached
TCKT-00703,2025-05-14 06:00:00,Medium,Incident,Access Management,L1,Resolved,5,31,2025-05-15 13:00:00,False
TCKT-00758,2025-05-15 00:00:00,Medium,Incident,Sales Tool,L2,In Progress,5,44,,False
TCKT-00961,2025-05-15 00:00:00,Medium,Incident,B2B App,L1,Closed,3,47,2025-05-16 23:00:00,False
TCKT-00306,2025-05-15 06:00:00,Low,Incident,Reporting,L1,Closed,1,6,2025-05-15 12:00:00,False
TCKT-00571,2025-05-15 18:00:00,Low,Incident,CRM,L2,In Progress,1,13,,False
TCKT-00133,2025-05-16 00:00:00,Low,Incident,B2B App,L1,Resolved,3,13,2025-05-16 13:00:00,False
TCKT-00669,2025-05-16 06:00:00,Low,Request,Access Management,L2,Open,5,20,,False
TCKT-00788,2025-05-16 12:00:00,Low,Incident,Access Management,L3,Closed,5,19,2025-05-17 07:00:00,False
TCKT-00681,2025-05-17 06:00:00,Low,Incident,Access Management,L1,Resolved,2,15,2025-05-17 21:00:00,False
TCKT-00710,2025-05-17 06:00:00,Medium,Request,Sales Tool,L1,Resolved,1,18,2025-05-18 00:00:00,False
TCKT-00266,2025-05-17 12:00:00,Medium,Request,Access Management,L1,Closed,4,33,2025-05-18 21:00:00,False
TCKT-00791,2025-05-17 18:00:00,High,Incident,Reporting,L1,Resolved,4,55,2025-05-20 01:00:00,False
TCKT-00915,2025-05-18 06:00:00,Medium,Request,Access Management,L1,Resolved,1,22,2025-05-19 04:00:00,False
TCKT-00884,2025-05-18 06:00:00,Medium,Incident,Access Management,L3,In Progress,1,15,,False
TCKT-00196,2025-05-18 12:00:00,Medium,Request,Reporting,L1,Closed,4,42,2025-05-20 06:00:00,False
TCKT-00398,2025-05-18 12:00:00,Critical,Incident,B2B App,L1,Resolved,5,88,2025-05-22 04:00:00,True
TCKT-01087,2025-05-18 18:00:00,High,Incident,Reporting,L1,Open,2,63,,False
TCKT-00878,2025-05-19 06:00:00,High,Incident,B2B App,L2,Closed,2,49,2025-05-21 07:00:00,False
TCKT-00140,2025-05-20 00:00:00,High,Incident,Reporting,L2,Closed,4,66,2025-05-22 18:00:00,False
TCKT-00816,2025-05-20 12:00:00,Medium,Incident,B2B App,L1,In Progress,4,41,,False
TCKT-00373,2025-05-20 18:00:00,High,Incident,Sales Tool,L3,Open,4,22,,False
TCKT-00992,2025-05-21 00:00:00,Low,Request,B2B App,L2,Resolved,3,4,2025-05-21 04:00:00,False
TCKT-00034,2025-05-21 12:00:00,High,Request,Reporting,L1,Resolved,4,47,2025-05-23 11:00:00,False
TCKT-00254,2025-05-21 12:00:00,Medium,Incident,B2B App,L1,Closed,3,48,2025-05-23 12:00:00,False
TCKT-00126,2025-05-21 18:00:00,Medium,Incident,B2B App,L2,Resolved,3,14,2025-05-22 08:00:00,False
TCKT-00156,2025-05-21 18:00:00,Medium,Request,CRM,L1,Open,3,48,,False
TCKT-00047,2025-05-22 00:00:00,Low,Request,CRM,L2,Resolved,5,4,2025-05-22 04:00:00,False
TCKT-00292,2025-05-22 06:00:00,Low,Request,CRM,L1,Resolved,3,8,2025-05-22 14:00:00,False
TCKT-00058,2025-05-22 06:00:00,Critical,Incident,Access Management,L1,Resolved,1,39,2025-05-23 21:00:00,False
TCKT-00949,2025-05-22 12:00:00,Critical,Incident,Sales Tool,L1,Resolved,5,50,2025-05-24 14:00:00,True
TCKT-00485,2025-05-23 00:00:00,High,Incident,B2B App,L1,Resolved,2,53,2025-05-25 05:00:00,False
TCKT-00293,2025-05-23 06:00:00,Low,Request,CRM,L2,In Progress,4,22,,False
TCKT-00331,2025-05-23 06:00:00,Medium,Incident,CRM,L1,Closed,2,11,2025-05-23 17:00:00,False
TCKT-00802,2025-05-24 06:00:00,High,Request,Sales Tool,L1,Closed,5,17,2025-05-24 23:00:00,False
TCKT-00854,2025-05-24 06:00:00,Medium,Request,CRM,L2,Resolved,1,13,2025-05-24 19:00:00,False
TCKT-00959,2025-05-24 12:00:00,Low,Incident,Access Management,L1,In Progress,4,23,,False
TCKT-00865,2025-05-24 12:00:00,Medium,Request,Reporting,L2,Closed,5,12,2025-05-25 00:00:00,False
TCKT-00327,2025-05-24 12:00:00,High,Request,B2B App,L1,In Progress,1,45,,False
TCKT-00653,2025-05-25 06:00:00,Medium,Incident,B2B App,L1,Closed,4,12,2025-05-25 18:00:00,False
TCKT-00138,2025-05-25 06:00:00,Low,Incident,Sales Tool,L1,Resolved,4,14,2025-05-25 20:00:00,False
TCKT-00876,2025-05-25 12:00:00,High,Request,CRM,L3,Resolved,1,29,2025-05-26 17:00:00,False
TCKT-01034,2025-05-25 12:00:00,Low,Incident,Access Management,L1,In Progress,1,13,,False
TCKT-00377,2025-05-26 00:00:00,High,Incident,Access Management,L2,Closed,1,53,2025-05-28 05:00:00,False
TCKT-00225,2025-05-27 12:00:00,Medium,Request,Sales Tool,L3,In Progress,3,39,,False
TCKT-00843,2025-05-27 18:00:00,High,Request,Reporting,L1,Closed,5,34,2025-05-29 04:00:00,False
TCKT-00498,2025-05-27 18:00:00,Medium,Incident,Access Management,L1,Resolved,4,28,2025-05-28 22:00:00,False
TCKT-01108,2025-05-27 18:00:00,High,Request,Reporting,L2,Closed,2,20,2025-05-28 14:00:00,False
TCKT-01009,2025-05-28 06:00:00,Medium,Incident,Sales Tool,L1,Closed,2,36,2025-05-29 18:00:00,False
TCKT-00090,2025-05-29 00:00:00,Low,Incident,CRM,L1,Resolved,3,15,2025-05-29 15:00:00,False
TCKT-01076,2025-05-29 00:00:00,Low,Incident,Access Management,L1,Closed,5,16,2025-05-29 16:00:00,False
TCKT-01198,2025-05-29 06:00:00,Low,Request,Access Management,L2,Open,2,10,,False
TCKT-00771,2025-05-29 12:00:00,Low,Incident,CRM,L1,Closed,1,16,2025-05-30 04:00:00,False
TCKT-00461,2025-05-29 18:00:00,Medium,Incident,Reporting,L2,In Progress,3,23,,False
TCKT-00891,2025-05-30 06:00:00,Medium,Incident,Access Management,L2,Resolved,4,21,2025-05-31 03:00:00,False
TCKT-00856,2025-05-31 00:00:00,Medium,Incident,Sales Tool,L2,Closed,1,26,2025-06-01 02:00:00,False
TCKT-00042,2025-05-31 00:00:00,Medium,Incident,Access Management,L3,Resolved,2,29,2025-06-01 05:00:00,False
TCKT-00701,2025-05-31 18:00:00,Critical,Request,Access Management,L2,Resolved,3,57,2025-06-03 03:00:00,True
TCKT-00939,2025-05-31 18:00:00,Medium,Incident,CRM,L3,Resolved,3,36,2025-06-02 06:00:00,False
TCKT-00433,2025-06-01 00:00:00,Medium,Request,Reporting,L2,Resolved,3,30,2025-06-02 06:00:00,False
TCKT-00280,2025-06-01 12:00:00,High,Request,CRM,L1,Open,2,63,,False
TCKT-00183,2025-06-02 00:00:00,Critical,Incident,B2B App,L2,Closed,3,85,2025-06-05 13:00:00,True
TCKT-01095,2025-06-02 06:00:00,Medium,Incident,Sales Tool,L1,In Progress,2,48,,False
TCKT-01114,2025-06-02 06:00:00,High,Request,Access Management,L3,Resolved,5,47,2025-06-04 05:00:00,False
TCKT-00112,2025-06-03 00:00:00,Medium,Incident,Sales Tool,L2,Closed,5,42,2025-06-04 18:00:00,False
TCKT-00338,2025-06-03 00:00:00,High,Incident,Reporting,L2,Resolved,3,28,2025-06-04 04:00:00,False
TCKT-00773,2025-06-03 00:00:00,Low,Request,Access Management,L2,Closed,3,21,2025-06-03 21:00:00,False
TCKT-00861,2025-06-03 18:00:00,Low,Incident,Reporting,L1,Resolved,5,7,2025-06-04 01:00:00,False
TCKT-00438,2025-06-04 00:00:00,Critical,Incident,Sales Tool,L1,Resolved,5,33,2025-06-05 09:00:00,False
TCKT-00769,2025-06-05 12:00:00,Low,Request,CRM,L3,Resolved,5,17,2025-06-06 05:00:00,False
TCKT-01138,2025-06-05 12:00:00,Medium,Request,Reporting,L1,Resolved,3,33,2025-06-06 21:00:00,False
TCKT-00649,2025-06-05 18:00:00,Medium,Incident,CRM,L1,In Progress,5,31,,False
TCKT-00205,2025-06-05 18:00:00,Low,Request,CRM,L3,In Progress,3,19,,False
TCKT-00779,2025-06-05 18:00:00,High,Request,Access Management,L3,Resolved,5,61,2025-06-08 07:00:00,False
TCKT-00728,2025-06-06 00:00:00,Critical,Request,Sales Tool,L1,Resolved,3,64,2025-06-08 16:00:00,True
TCKT-00295,2025-06-06 06:00:00,Low,Incident,B2B App,L3,Open,1,6,,False
TCKT-00909,2025-06-06 12:00:00,High,Incident,Access Management,L2,Closed,2,39,2025-06-08 03:00:00,False
TCKT-00147,2025-06-06 18:00:00,Low,Incident,CRM,L1,Open,4,21,,False
TCKT-00224,2025-06-06 18:00:00,High,Incident,Sales Tool,L1,Closed,2,42,2025-06-08 12:00:00,False
TCKT-01192,2025-06-07 00:00:00,High,Incident,Reporting,L1,Closed,4,24,2025-06-08 00:00:00,False
TCKT-01079,2025-06-07 18:00:00,Medium,Incident,Sales Tool,L2,Resolved,5,21,2025-06-08 15:00:00,False
TCKT-00146,2025-06-08 00:00:00,Medium,Request,Access Management,L2,Resolved,4,17,2025-06-08 17:00:00,False
TCKT-01122,2025-06-08 06:00:00,Medium,Incident,CRM,L2,Closed,1,12,2025-06-08 18:00:00,False
TCKT-00368,2025-06-08 06:00:00,Medium,Incident,Reporting,L1,Closed,5,44,2025-06-10 02:00:00,False
TCKT-00509,2025-06-08 06:00:00,Low,Request,B2B App,L2,Resolved,4,12,2025-06-08 18:00:00,False
TCKT-00698,2025-06-08 06:00:00,Medium,Incident,Reporting,L1,Resolved,2,16,2025-06-08 22:00:00,False
TCKT-00491,2025-06-08 06:00:00,High,Request,Access Management,L1,Resolved,3,20,2025-06-09 02:00:00,False
TCKT-00356,2025-06-08 18:00:00,Critical,Incident,Sales Tool,L3,Closed,1,54,2025-06-11 00:00:00,True
TCKT-00731,2025-06-09 12:00:00,Medium,Request,Sales Tool,L1,Closed,1,29,2025-06-10 17:00:00,False
TCKT-00244,2025-06-09 18:00:00,Medium,Incident,B2B App,L2,Closed,1,22,2025-06-10 16:00:00,False
TCKT-00967,2025-06-09 18:00:00,Low,Incident,Reporting,L2,Resolved,3,18,2025-06-10 12:00:00,False
TCKT-00199,2025-06-10 00:00:00,Medium,Request,Reporting,L1,Open,4,30,,False
TCKT-00163,2025-06-10 06:00:00,High,Request,CRM,L3,Resolved,2,61,2025-06-12 19:00:00,False
TCKT-00113,2025-06-10 12:00:00,Medium,Incident,Sales Tool,L1,Closed,3,20,2025-06-11 08:00:00,False
TCKT-00705,2025-06-11 00:00:00,Medium,Request,Sales Tool,L1,Open,1,14,,False
TCKT-00797,2025-06-11 06:00:00,High,Incident,Access Management,L1,In Progress,1,27,,False
TCKT-00142,2025-06-11 06:00:00,Low,Incident,B2B App,L2,Resolved,3,19,2025-06-12 01:00:00,False
TCKT-01111,2025-06-11 06:00:00,High,Request,Access Management,L1,Resolved,1,30,2025-06-12 12:00:00,False
TCKT-00037,2025-06-11 12:00:00,Medium,Incident,Sales Tool,L2,Resolved,2,47,2025-06-13 11:00:00,False
TCKT-00087,2025-06-11 18:00:00,Medium,Request,Reporting,L2,Closed,1,14,2025-06-12 08:00:00,False
TCKT-00150,2025-06-12 00:00:00,High,Incident,CRM,L1,Closed,2,20,2025-06-12 20:00:00,False
TCKT-00526,2025-06-13 00:00:00,High,Incident,B2B App,L1,Resolved,4,17,2025-06-13 17:00:00,False
TCKT-00819,2025-06-13 06:00:00,Low,Request,Access Management,L1,Resolved,4,12,2025-06-13 18:00:00,False
TCKT-00318,2025-06-13 06:00:00,High,Incident,B2B App,L3,Open,3,41,,False
TCKT-00555,2025-06-13 18:00:00,Medium,Request,Sales Tool,L2,Resolved,3,35,2025-06-15 05:00:00,False
TCKT-00353,2025-06-13 18:00:00,Medium,Incident,Sales Tool,L3,Resolved,5,15,2025-06-14 09:00:00,False
TCKT-00358,2025-06-14 00:00:00,Medium,Incident,Sales Tool,L3,Resolved,5,28,2025-06-15 04:00:00,False
TCKT-00496,2025-06-14 06:00:00,Medium,Request,Reporting,L1,Resolved,5,30,2025-06-15 12:00:00,False
TCKT-00265,2025-06-14 12:00:00,Low,Incident,Sales Tool,L3,Open,3,10,,False
TCKT-00187,2025-06-14 18:00:00,High,Incident,Reporting,L3,Resolved,1,63,2025-06-17 09:00:00,False
TCKT-01174,2025-06-15 00:00:00,Critical,Incident,Reporting,L2,Closed,3,95,2025-06-18 23:00:00,True
TCKT-00952,2025-06-15 00:00:00,High,Request,Access Management,L2,Closed,3,62,2025-06-17 14:00:00,False
TCKT-00777,2025-06-15 06:00:00,Low,Incident,B2B App,L1,Resolved,1,14,2025-06-15 20:00:00,False
TCKT-00980,2025-06-15 06:00:00,Medium,Request,CRM,L3,Resolved,1,44,2025-06-17 02:00:00,False
TCKT-00454,2025-06-15 12:00:00,High,Incident,CRM,L2,Resolved,2,66,2025-06-18 06:00:00,False
TCKT-00153,2025-06-15 18:00:00,Medium,Request,Sales Tool,L1,Resolved,4,15,2025-06-16 09:00:00,False
TCKT-01139,2025-06-15 18:00:00,Critical,Incident,Sales Tool,L2,Resolved,4,76,2025-06-18 22:00:00,True
TCKT-00972,2025-06-15 18:00:00,Low,Incident,CRM,L1,Resolved,4,12,2025-06-16 06:00:00,False
TCKT-00868,2025-06-16 00:00:00,Medium,Incident,Reporting,L1,Resolved,1,33,2025-06-17 09:00:00,False
TCKT-00739,2025-06-16 06:00:00,Medium,Request,Reporting,L2,In Progress,3,26,,False
TCKT-01091,2025-06-16 06:00:00,Medium,Incident,B2B App,L3,Closed,5,11,2025-06-16 17:00:00,False
TCKT-00981,2025-06-16 06:00:00,High,Request,Sales Tool,L2,Resolved,4,52,2025-06-18 10:00:00,False
TCKT-00694,2025-06-16 12:00:00,Low,Incident,Access Management,L1,Resolved,5,19,2025-06-17 07:00:00,False
TCKT-00564,2025-06-16 18:00:00,Medium,Request,Sales Tool,L1,Resolved,5,28,2025-06-17 22:00:00,False
TCKT-01001,2025-06-17 06:00:00,Critical,Incident,B2B App,L2,Resolved,1,26,2025-06-18 08:00:00,False
TCKT-00545,2025-06-17 18:00:00,Low,Incident,Access Management,L2,Resolved,2,20,2025-06-18 14:00:00,False
TCKT-00696,2025-06-17 18:00:00,Medium,Request,CRM,L3,Closed,5,26,2025-06-18 20:00:00,False
TCKT-00638,2025-06-18 06:00:00,Critical,Incident,B2B App,L1,Resolved,3,44,2025-06-20 02:00:00,False
TCKT-00568,2025-06-18 18:00:00,High,Incident,Access Management,L1,Resolved,2,30,2025-06-20 00:00:00,False
TCKT-00445,2025-06-18 18:00:00,High,Incident,CRM,L2,Open,3,71,,False
TCKT-01131,2025-06-18 18:00:00,Medium,Incident,B2B App,L2,Closed,5,18,2025-06-19 12:00:00,False
TCKT-00619,2025-06-19 00:00:00,High,Incident,Access Management,L1,Resolved,1,59,2025-06-21 11:00:00,False
TCKT-00333,2025-06-20 06:00:00,Medium,Incident,Access Management,L1,Resolved,4,27,2025-06-21 09:00:00,False
TCKT-00139,2025-06-20 06:00:00,High,Incident,Sales Tool,L2,In Progress,4,54,,False
TCKT-00702,2025-06-20 06:00:00,High,Request,CRM,L2,In Progress,2,56,,False
TCKT-00930,2025-06-20 12:00:00,Medium,Request,Reporting,L2,Resolved,1,20,2025-06-21 08:00:00,False
TCKT-00152,2025-06-20 18:00:00,High,Incident,B2B App,L1,Resolved,5,61,2025-06-23 07:00:00,False
TCKT-00109,2025-06-20 18:00:00,Low,Incident,Sales Tool,L1,In Progress,2,20,,False
TCKT-00544,2025-06-21 00:00:00,Medium,Incident,B2B App,L1,Closed,3,41,2025-06-22 17:00:00,False
TCKT-00313,2025-06-21 00:00:00,Low,Request,Reporting,L1,Closed,4,6,2025-06-21 06:00:00,False
TCKT-00628,2025-06-21 00:00:00,Low,Incident,Reporting,L1,In Progress,4,10,,False
TCKT-00294,2025-06-21 06:00:00,Low,Request,Sales Tool,L3,Resolved,1,24,2025-06-22 06:00:00,False
TCKT-00032,2025-06-21 12:00:00,Medium,Incident,Access Management,L2,Closed,5,13,2025-06-22 01:00:00,False
TCKT-00246,2025-06-21 18:00:00,High,Request,Access Management,L2,Resolved,1,44,2025-06-23 14:00:00,False
TCKT-01195,2025-06-21 18:00:00,Medium,Incident,Reporting,L3,Resolved,1,41,2025-06-23 11:00:00,False
TCKT-00606,2025-06-22 00:00:00,Medium,Incident,CRM,L3,Closed,1,8,2025-06-22 08:00:00,False
TCKT-00987,2025-06-22 00:00:00,Low,Request,Access Management,L1,Resolved,1,11,2025-06-22 11:00:00,False
TCKT-00825,2025-06-22 06:00:00,High,Incident,Sales Tool,L1,Closed,3,12,2025-06-22 18:00:00,False
TCKT-00417,2025-06-22 06:00:00,Medium,Incident,Reporting,L2,Closed,4,28,2025-06-23 10:00:00,False
TCKT-00420,2025-06-22 12:00:00,Medium,Request,Sales Tool,L1,Open,3,9,,False
TCKT-00774,2025-06-22 18:00:00,Critical,Request,Access Management,L1,Resolved,2,84,2025-06-26 06:00:00,True
TCKT-01126,2025-06-23 00:00:00,High,Request,Access Management,L1,In Progress,5,39,,False
TCKT-00385,2025-06-24 00:00:00,Low,Incident,CRM,L2,Resolved,2,9,2025-06-24 09:00:00,False
TCKT-00570,2025-06-24 06:00:00,Low,Incident,CRM,L1,Resolved,2,24,2025-06-25 06:00:00,False
TCKT-00741,2025-06-24 12:00:00,Medium,Incident,Access Management,L1,Resolved,3,38,2025-06-26 02:00:00,False
TCKT-00464,2025-06-24 12:00:00,Low,Incident,CRM,L1,Resolved,2,14,2025-06-25 02:00:00,False
TCKT-00160,2025-06-24 12:00:00,Medium,Incident,CRM,L1,Closed,2,9,2025-06-24 21:00:00,False
TCKT-00028,2025-06-24 18:00:00,Critical,Request,Sales Tool,L2,Closed,2,58,2025-06-27 04:00:00,True
TCKT-01058,2025-06-24 18:00:00,Medium,Incident,CRM,L1,Closed,1,19,2025-06-25 13:00:00,False
TCKT-00282,2025-06-24 18:00:00,Medium,Request,CRM,L1,Resolved,5,11,2025-06-25 05:00:00,False
TCKT-01121,2025-06-25 06:00:00,Medium,Incident,CRM,L1,Resolved,3,48,2025-06-27 06:00:00,False
TCKT-00060,2025-06-25 12:00:00,Medium,Request,CRM,L1,Resolved,2,12,2025-06-26 00:00:00,False
TCKT-00376,2025-06-25 18:00:00,Low,Request,Access Management,L1,Resolved,4,22,2025-06-26 16:00:00,False
TCKT-01065,2025-06-26 12:00:00,Critical,Request,Access Management,L1,Open,5,30,,False
TCKT-00615,2025-06-27 00:00:00,High,Request,B2B App,L1,Resolved,4,48,2025-06-29 00:00:00,False
TCKT-00588,2025-06-27 00:00:00,Medium,Incident,Reporting,L2,Closed,1,20,2025-06-27 20:00:00,False
TCKT-01062,2025-06-27 00:00:00,High,Request,Reporting,L1,Resolved,4,49,2025-06-29 01:00:00,False
TCKT-01178,2025-06-27 06:00:00,High,Request,Access Management,L3,In Progress,2,49,,False
TCKT-00149,2025-06-27 06:00:00,Medium,Incident,Sales Tool,L2,Closed,5,11,2025-06-27 17:00:00,False
TCKT-00974,2025-06-27 06:00:00,Low,Incident,CRM,L1,Resolved,3,7,2025-06-27 13:00:00,False
TCKT-01185,2025-06-27 12:00:00,High,Incident,CRM,L2,In Progress,4,26,,False
TCKT-00917,2025-06-27 18:00:00,High,Incident,Reporting,L1,In Progress,1,64,,False
TCKT-01151,2025-06-28 00:00:00,Medium,Incident,Reporting,L2,Resolved,5,30,2025-06-29 06:00:00,False
TCKT-00620,2025-06-28 06:00:00,Low,Request,CRM,L1,Resolved,2,23,2025-06-29 05:00:00,False
TCKT-00753,2025-06-28 06:00:00,High,Request,Sales Tool,L1,Resolved,4,38,2025-06-29 20:00:00,False
TCKT-00522,2025-06-28 06:00:00,Low,Request,Access Management,L3,Resolved,4,13,2025-06-28 19:00:00,False
TCKT-01077,2025-06-28 06:00:00,Medium,Incident,Reporting,L1,Closed,1,28,2025-06-29 10:00:00,False
TCKT-00805,2025-06-28 12:00:00,Medium,Incident,Access Management,L3,Closed,5,36,2025-06-30 00:00:00,False
TCKT-00629,2025-06-29 00:00:00,Critical,Incident,B2B App,L1,Closed,5,58,2025-07-01 10:00:00,True
TCKT-00472,2025-06-29 06:00:00,Medium,Request,B2B App,L1,Resolved,3,21,2025-06-30 03:00:00,False
TCKT-00729,2025-06-29 12:00:00,High,Request,Reporting,L2,Resolved,2,56,2025-07-01 20:00:00,False
TCKT-00071,2025-06-29 18:00:00,Low,Incident,B2B App,L1,Closed,1,10,2025-06-30 04:00:00,False
TCKT-01083,2025-06-30 00:00:00,Critical,Incident,CRM,L2,Resolved,1,86,2025-07-03 14:00:00,True
TCKT-00999,2025-06-30 12:00:00,Low,Request,Reporting,L1,Open,3,4,,False
TCKT-00811,2025-06-30 18:00:00,Medium,Request,Access Management,L3,In Progress,2,23,,False
TCKT-00849,2025-07-01 00:00:00,Medium,Request,CRM,L1,Closed,1,29,2025-07-02 05:00:00,False
TCKT-00110,2025-07-01 06:00:00,High,Incident,Sales Tool,L2,Resolved,2,25,2025-07-02 07:00:00,False
TCKT-00733,2025-07-01 06:00:00,Medium,Request,Sales Tool,L1,Resolved,2,12,2025-07-01 18:00:00,False
TCKT-00429,2025-07-01 12:00:00,Critical,Incident,Reporting,L2,Resolved,4,57,2025-07-03 21:00:00,True
TCKT-00324,2025-07-01 12:00:00,High,Incident,Reporting,L1,Closed,5,61,2025-07-04 01:00:00,False
TCKT-01197,2025-07-01 12:00:00,Low,Incident,CRM,L3,Open,1,19,,False
TCKT-00462,2025-07-02 00:00:00,Medium,Incident,B2B App,L3,Resolved,5,36,2025-07-03 12:00:00,False
TCKT-00442,2025-07-02 00:00:00,High,Request,B2B App,L2,Resolved,3,68,2025-07-04 20:00:00,False
TCKT-00169,2025-07-02 06:00:00,High,Incident,Sales Tool,L3,In Progress,5,37,,False
TCKT-00062,2025-07-02 06:00:00,Critical,Incident,Reporting,L2,Closed,3,70,2025-07-05 04:00:00,True
TCKT-01112,2025-07-02 12:00:00,Low,Incident,Reporting,L2,Closed,4,6,2025-07-02 18:00:00,False
TCKT-00581,2025-07-02 18:00:00,High,Incident,Reporting,L1,Resolved,3,48,2025-07-04 18:00:00,False
TCKT-00572,2025-07-02 18:00:00,Low,Request,Reporting,L3,Open,5,15,,False
TCKT-00494,2025-07-03 00:00:00,Low,Request,B2B App,L2,In Progress,2,19,,False
TCKT-00473,2025-07-03 12:00:00,High,Request,Reporting,L1,Closed,3,36,2025-07-05 00:00:00,False
TCKT-01048,2025-07-03 12:00:00,High,Request,CRM,L1,Closed,5,52,2025-07-05 16:00:00,False
TCKT-00559,2025-07-03 18:00:00,Low,Incident,B2B App,L1,Resolved,5,9,2025-07-04 03:00:00,False
TCKT-01082,2025-07-03 18:00:00,Low,Incident,Sales Tool,L1,Closed,1,13,2025-07-04 07:00:00,False
TCKT-00658,2025-07-04 06:00:00,Low,Incident,B2B App,L1,Resolved,4,6,2025-07-04 12:00:00,False
TCKT-00449,2025-07-04 12:00:00,Medium,Incident,Access Management,L2,Closed,5,23,2025-07-05 11:00:00,False
TCKT-00749,2025-07-04 12:00:00,Medium,Incident,CRM,L1,Resolved,1,10,2025-07-04 22:00:00,False
TCKT-00575,2025-07-04 18:00:00,Medium,Request,CRM,L2,Resolved,1,24,2025-07-05 18:00:00,False
TCKT-00362,2025-07-05 00:00:00,Critical,Incident,Reporting,L1,In Progress,2,55,,True
TCKT-00125,2025-07-05 12:00:00,High,Request,Reporting,L1,In Progress,5,52,,False
TCKT-01135,2025-07-05 18:00:00,Medium,Incident,B2B App,L1,Closed,3,24,2025-07-06 18:00:00,False
TCKT-01063,2025-07-06 06:00:00,Medium,Incident,Sales Tool,L1,Resolved,2,37,2025-07-07 19:00:00,False
TCKT-00023,2025-07-06 18:00:00,Low,Incident,Reporting,L2,Resolved,5,6,2025-07-07 00:00:00,False
TCKT-00770,2025-07-06 18:00:00,High,Incident,Sales Tool,L1,Closed,4,64,2025-07-09 10:00:00,False
TCKT-00131,2025-07-07 00:00:00,High,Incident,Access Management,L1,In Progress,4,48,,False
TCKT-00746,2025-07-07 06:00:00,High,Request,CRM,L2,In Progress,4,24,,False
TCKT-00251,2025-07-07 06:00:00,Critical,Request,CRM,L3,In Progress,1,47,,False
TCKT-00497,2025-07-07 12:00:00,Low,Incident,Reporting,L1,Closed,1,24,2025-07-08 12:00:00,False
TCKT-01143,2025-07-07 12:00:00,Medium,Request,Reporting,L2,In Progress,5,32,,False
TCKT-00582,2025-07-07 18:00:00,Low,Incident,CRM,L1,In Progress,4,21,,False
TCKT-00181,2025-07-07 18:00:00,Medium,Incident,CRM,L1,Closed,4,44,2025-07-09 14:00:00,False
TCKT-00427,2025-07-08 06:00:00,Medium,Incident,B2B App,L1,Open,2,30,,False
TCKT-00527,2025-07-08 06:00:00,High,Incident,Sales Tool,L2,Resolved,4,60,2025-07-10 18:00:00,False
TCKT-00910,2025-07-08 12:00:00,Low,Request,Access Management,L2,Resolved,1,17,2025-07-09 05:00:00,False
TCKT-01140,2025-07-09 06:00:00,Medium,Incident,B2B App,L3,In Progress,3,38,,False
TCKT-00785,2025-07-09 12:00:00,High,Incident,B2B App,L1,Closed,3,27,2025-07-10 15:00:00,False
TCKT-00670,2025-07-09 12:00:00,Low,Incident,Access Management,L1,Resolved,1,11,2025-07-09 23:00:00,False
TCKT-00305,2025-07-09 12:00:00,High,Request,Reporting,L1,Resolved,2,40,2025-07-11 04:00:00,False
TCKT-01029,2025-07-09 12:00:00,Medium,Incident,Access Management,L2,Resolved,3,19,2025-07-10 07:00:00,False
TCKT-00444,2025-07-10 00:00:00,Medium,Incident,Sales Tool,L1,Resolved,5,24,2025-07-11 00:00:00,False
TCKT-00687,2025-07-10 00:00:00,Medium,Request,Reporting,L3,Closed,3,21,2025-07-10 21:00:00,False
TCKT-01033,2025-07-10 00:00:00,Medium,Request,Sales Tool,L1,Closed,4,14,2025-07-10 14:00:00,False
TCKT-00404,2025-07-10 06:00:00,Medium,Incident,Access Management,L2,Resolved,3,20,2025-07-11 02:00:00,False
TCKT-00971,2025-07-10 12:00:00,Low,Request,B2B App,L1,Resolved,3,16,2025-07-11 04:00:00,False
TCKT-00647,2025-07-10 12:00:00,High,Incident,B2B App,L3,Resolved,5,28,2025-07-11 16:00:00,False
TCKT-00657,2025-07-10 18:00:00,High,Incident,Access Management,L2,Resolved,3,48,2025-07-12 18:00:00,False
TCKT-00552,2025-07-10 18:00:00,Medium,Incident,Access Management,L1,Resolved,5,36,2025-07-12 06:00:00,False
TCKT-00188,2025-07-10 18:00:00,Medium,Incident,B2B App,L2,In Progress,3,42,,False
TCKT-00077,2025-07-10 18:00:00,Critical,Incident,Access Management,L1,Closed,5,82,2025-07-14 04:00:00,True
TCKT-00175,2025-07-11 12:00:00,Low,Incident,Access Management,L3,Closed,2,16,2025-07-12 04:00:00,False
TCKT-00650,2025-07-11 12:00:00,Low,Incident,B2B App,L2,Resolved,5,5,2025-07-11 17:00:00,False
TCKT-00116,2025-07-11 12:00:00,Medium,Incident,Sales Tool,L1,In Progress,3,20,,False
TCKT-00406,2025-07-12 00:00:00,Medium,Incident,Reporting,L2,Resolved,5,8,2025-07-12 08:00:00,False
TCKT-01008,2025-07-12 00:00:00,Medium,Incident,Access Management,L2,Resolved,1,13,2025-07-12 13:00:00,False
TCKT-00013,2025-07-12 06:00:00,Medium,Incident,Sales Tool,L1,Resolved,3,39,2025-07-13 21:00:00,False
TCKT-00641,2025-07-12 12:00:00,Critical,Request,Sales Tool,L1,Resolved,5,82,2025-07-15 22:00:00,True
